Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2
Accountability In State Government,01/01/2026 to 03/25/2026,C6,2026-01-30 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,1235.05,2,Video explaining Sen. McKamey's vote to protect criminally indicted Sen. Ellsworth,,PM,google,"77,480 engagements ",google ads,N,,,,,,,,,
Accountability In State Government,01/01/2026 to 03/25/2026,C6,2026-01-30 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,700.15,2,Video explaining Rep. Jones sponsored property tax shift bill that shorted the state special school funding account.,,PM,Google,"18,572 engagements ",Google Ads,N,,,,,,,,,
Accountability In State Government,01/01/2026 to 03/25/2026,C6,2026-01-30 0:00:00,FACEBOOK,,,,1 Hacker Way,Menlo Park,CA,94025,,410.32,2,Video explaining Sen. McKamey's support of criminally indicted Sen. Ellsworth,,PM,Facebook,"27,994 views ",Facebook Boosting,N,,,,,,,,,
Accountability In State Government,01/01/2026 to 03/25/2026,C6,2026-01-30 0:00:00,FACEBOOK,,,,1 Hacker Way,Menlo Park,CA,94025,,823,2,Video explaining Sen. McKamey's support of criminally indicted Sen. Ellsworth,,PM,Facebook,117.7K views,Facebook boost,N,,,,,,,,,
Accountability In State Government,01/01/2026 to 03/25/2026,C6,2026-01-30 0:00:00,FACEBOOK,,,,1 Hacker Way,Menlo Park,CA,94025,,14.73,2,Boost Acct. in State Govt. website,,PM,Facebook,1586 views,Facebook boosting,N,,,,,,,,,
Accountability In State Government,01/01/2026 to 03/25/2026,C6,2026-01-29 0:00:00,FACEBOOK,,,,1 Hacker Way,Menlo Park,CA,94025,,740.22,2,Video explaining Rep. Jones support of the tax shift to Ag property,,PM,Facebook,117.3K views,Facebook boosting,N,,,,,,,,,
Accountability In State Government,01/01/2026 to 03/25/2026,C6,2026-01-19 0:00:00,FACEBOOK,,,,1 Hacker Way,Menlo Park,CA,94025,,371.33,2,Video explaining Sen. Kassmier's support of the tax shift to Ag property,,PM,Facebook,"58,795 views ",Facebook boost,N,,,,,,,,,
Accountability In State Government,01/01/2026 to 03/25/2026,C6,2026-01-19 0:00:00,Facebook,,,,1 Hacker Way," Menlo Park,",CA,94025,,185.4,2,"Static ad supporting Sen Usher, promises kept ",,PM,Facebook,"12,599 views ",Facebook boost,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-31 0:00:00,Red Door Media,,,,1345 Lariat Road,Helena,MT,59602,,350,2,Consulting for texting set up/ Facebook verification/Google verification,,PM,,,,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-23 0:00:00,Advantage Inc,,,,"9420 Bonita Beach Road, SE, Suite 200",Bonita Springs,FL,34135,,1004,2,"Texting service, Thank you/On top of the nice list/Merry Christmas,  for Kathy Love, Steve Gunderson, Greg Kmetz ",,PM,Texting,"Steve Gunderson 2,660 texts sent,  Greg Kmetz 2,660 text sent, Kathy Love 2,660 texts sent. ",Data list and texting services,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-19 0:00:00,Meta,,,,1 Hacker Way,Menlo Park,CA,94025,,11.99,2,Facebook page verification,,PM,,,,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-13 0:00:00,Meta,,,,1 Hacker Way,Menlo Park,CA,94025,,249.78,2,"Facebook ad, video explaining Rep. Jones support of increased Ag and Commercial property tax",,PM,Facebook,"24,557 impressions Dec 8-13",,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-13 0:00:00,Meta,,,,1 Hacker Way,Menlo Park,CA,94025,,249.95,2,"Facebook ad, video explaining Sen. Kassmier's support of raising Ag Property tax",,PM,Facebook,"26,032 impressions, Dec. 8-13",,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-12 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,553.84,2,"Google Ad, explaining Rep. Jones support of increased Ag and commercial property tax. ",,PM,Google,"22,000 impressions, Dec. 5-12",,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-12 0:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,241.98,2,Video explaining Sen. Kassmier's support of the tax shift to Ag property,,PM,Google Ads,"17,785 impressions, Dec 5th-12th",,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-10 0:00:00,Red Door Media,,,,1345 Lariat Road,Helena,MT,59602,,400,2,"Ad creation for Sen. Kassmier video on property tax shift to Ag, Ad creation on Rep. Jones video on property tax shift to Commercial/Ag, ",,PM,,,Video Ad creation and consulting for social media.,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-12-05 0:00:00,Meta,,,,1 Hacker Way,Menlo Park,CA,94025,,35.53,2,"Thank you Senator usher ad, keeping promises ",,PM,Facebook,874 impressions,,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-11-19 0:00:00,Meta,,,,1 Hacker Way,Menlo Park,CA,94025,,11.99,2,Facebook page verification,,PM,,,,N,,,,,,,,,
Accountability In State Government,10/01/2025 to 12/31/2025,C6,2025-11-12 0:00:00,Advantage Inc,,,,"9420 Bonita Beach Road, SE, Suite 200",Bonita Springs,FL,34135,,95,2,Campaign Verify subscription - $95; text request campaign/set up,,PM,,,,N,,,,,,,,,
ACLU of Montana,03/26/2026 to 04/25/2026,C4,2026-04-25 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,1839.71,2,In-kind contribution to Montanans for Nonpartisan Courts ballot issue committee,,GN,,,"41.5 hours of staff time (including salary, benefits, and overhead costs) related to management, volunteer coordination, and signature gathering",N,,,,,,,,,
ACLU of Montana,01/01/2026 to 03/25/2026,C4,2026-03-25 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,5065.87,2,In-kind contribution to Montanans for Nonpartisan Courts ballot issue committee,,GN,,,"112.4 hours of staff time (including salary, benefits, and overhead costs) for management, planning, volunteer coordination, outreach, and communications",N,,,,,,,,,
ACLU of Montana,01/01/2026 to 03/25/2026,C4,2026-03-22 0:00:00,Town Pump,,,,2210 N. Reserve St.,Missoula,MT,59801,,29.03,2,In-kind contribution to Montanans for Nonpartisan Courts ballot issue committee,,GN,,,Gas for staff travel for presentation,N,,,,,,,,,
ACLU of Montana,01/01/2026 to 03/25/2026,C4,2026-03-21 0:00:00,Dollar Rent a Car,,,,2401 W Broadway,Missoula,MT,59802,,76.23,2,In-kind contribution to Montanans for Nonpartisan Courts ballot issue committee,,GN,,,Rental car for staff travel for presentation,N,,,,,,,,,
ACLU of Montana,01/01/2026 to 03/25/2026,C4,2026-03-12 0:00:00,USPS,,,,1100 W Kent Ave,Missoula,MT,59801,,11.95,2,In-kind contribution to Montanans for Nonpartisan Courts ballot issue committee,,GN,,,Postage for mailing petition signature packets,N,,,,,,,,,
ACLU of Montana,10/01/2025 to 12/31/2025,C4,2025-12-31 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,3810.77,2,In-kind contribution to Montanans for Nonpartisan Courts,,GN,,,"66.5 hours of staff time (including salary, benefits, and overhead costs) for management, planning, outreach, communications, and legal",N,,,,,,,,,
ADLC Democratic Central Committee,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Town Pump,,,,Highway 10A East,Anaconda,MT,59711,,25,2,Gift Certificate for Tri-County Banquet,,PM,,,,N,,,,,,,,,
ADLC Democratic Central Committee,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Haufbrau,,,,10345 Hwy 1 West,Anaconda,MT,59711,,25,2,Gift Certificate for Tri-County Banquet,,PM,,,,N,,,,,,,,,
ADLC Democratic Central Committee,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Gallicanoes,,,,118 Park Avenue,Anaconda,MT,59711,,25,2,Gift Certificate for Tri-County Banquet,,PM,,,,N,,,,,,,,,
ADLC Democratic Central Committee,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,BW Balcksmith,,,,211 Park Avenue,Anaconda,MT,59711,,25,2,Gift Certificate for Tri-County Banquet,,PM,,,,N,,,,,,,,,
ADLC Democratic Central Committee,03/26/2026 to 04/25/2026,C6,2026-04-16 0:00:00,ADLC County Treasurer,,,,800 S Main,Anaconda,MT,59711,,35,2,To reserved the Washoe Park Pavilion for our summer picnic,,PM,N/.A,,,N,,,,,,,,,
ADLC Democratic Central Committee,03/26/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Powell County Democratic Central Committee,,,,P O Box 811,Deer Lodge,MT,59722,,350,2,Donation for Tri-County Banquest,,PM,,,,N,,,,,,,,,
ADLC Democratic Central Committee,03/26/2026 to 04/25/2026,C6,2026-04-07 0:00:00,First  Montana Bank,,,,123 Main St,Anaconda,MT,59711,,85.67,2,Reimburse Petty Cash,,PM,,,,N,,,,,,,,,
ADLC Democratic Central Committee,01/01/2026 to 03/25/2026,C6,2026-03-18 0:00:00,,Cris,,Yellowtail,1101 Heather Dr,Anaconda,MT,59711,,183.47,2,Reimbursement  for items for the Baked Potato Bar,,PM,,,,N,,,,,,,,,
ADLC Democratic Central Committee,01/01/2026 to 03/25/2026,C6,2026-02-02 0:00:00,Smelter City Senior Center at the Metcalf,,,,115 E Pennsylvania St,Anaconda,MT,59711,,2600,2,Proceeds from the Baked Potato Bar,,PM,,,Fundraiser,N,,,,,,,,,
ADLC Democratic Central Committee,01/01/2026 to 03/25/2026,C6,2026-01-15 0:00:00,,Barbara,,Schott,504 Pine St,Anaconda,MT,59711,,136.81,2,Reimbursement for item bought for Baked Potato Bar,,PM,,,,N,,,,,,,,,
ADLC Democratic Central Committee,10/01/2025 to 12/31/2025,C6,2025-12-28 0:00:00,Staples,,,,"3636 Harrision Ave, Suite 3",Butte,MT,59701,,23.78,2,Tickets for the Baked Potato Bar Fundraiser,,GN,Print,200,Selling,N,,,,,,,,,
ADLC Democratic Central Committee,10/01/2025 to 12/31/2025,C6,2025-12-15 0:00:00,Anaconda Leader,,,,121 Main St,VFW Hall in Anaconda,MT,59711,,13,2,Copies,,GN,Flyers,20 copies,Advertising for Baked Potato Bar for the Senior Center,N,,,,,,,,,
ADLC Democratic Central Committee,10/01/2025 to 12/31/2025,C6,2025-11-19 0:00:00,Project Care,,,,401 Alder (rear entrance),Anaconda,MT,59711,,300,2,Donation for our local food bank,,GN,,,Food,N,,,,,,,,,
ADLC Democratic Central Committee,10/01/2025 to 12/31/2025,C6,2025-10-30 0:00:00,,Cris,,Yellowtail,1101 Heather Dr,Anaconda,MT,59711,,250,2,Reimbursement for lodging at Livingston Convention,,GN,,,Lodging,N,,,,,,,,,
ADLC Democratic Central Committee,10/01/2025 to 12/31/2025,C6,2025-10-15 0:00:00,Indivisible Committee,,,,1101 Heather Drive -  #33,Anaconda,MT,59711,,100,2,Money for expenses,,GN,,,,N,,,,,,,,,
"Airbnb, Inc.",04/26/2026 to 05/24/2026,C4,2026-05-12 0:00:00,Leadership in Action,,,,P.O. Box 5212,Helena,MT,59604,,10000,2,Campaign Contribution,,GN,,,,N,,,,,,,,,
"Airbnb, Inc.",04/26/2026 to 05/24/2026,C4,2026-05-08 0:00:00,Republican Legislative Campaign Committee,,,,PO Box 6656,HELENA,MT,59604,,10000,2,Campaign Contribution,,GN,,,,N,,,,,,,,,
"Airbnb, Inc.",01/01/2026 to 03/25/2026,C4,2026-02-13 0:00:00,Montana State Democratic Central Cmte.,,,,PO Box 802,Helena,MT,59601,,2500,2,Campaign Contribution,,GN,,,,N,,,,,,,,,
"Airbnb, Inc.",01/01/2026 to 03/25/2026,C4,2026-02-13 0:00:00,Leadership in Action,,,,P.O. Box 5212,Helena,MT,59604,,10000,2,Campaign Contribution,,GN,,,,N,,,,,,,,,
Altria Client Services LLC and its Affiliates,01/01/2026 to 03/25/2026,C4,2026-02-04 0:00:00,Leadership in Action,,,,P.O. Box 5212,Helena,MT,59604,,5000,2,Contribution Check #1138896,,PM,,,,N,,,,,,,,,
Altria Client Services LLC and its Affiliates,01/01/2026 to 03/25/2026,C4,2026-01-20 0:00:00,Montana Petroleum Marketers - Administrative Account PAC,,,,PO Box 59624,Helena,MT,59624,,2000,2,Contribution Check #1138832,,PM,,,,N,,,,,,,,,
American Advancement,04/01/2026 to 04/25/2026,C4,2026-04-07 0:00:00,Accountability in State Government,,,,PO Box 1181,Lewistown,MT,59457,,825000,2,Contribution to the well being of the state,,PM,Digital and paid communications,5,Communication services,N,,,,,,,,,
"American Civil Liberties Union Foundation, Inc.",01/01/2026 to 03/25/2026,C4,2026-03-17 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,500000,2,Monetary Contribution to Montanans for Nonpartisan Courts,,GN,,,,N,,,,,,,,,
"American Civil Liberties Union Foundation, Inc.",10/01/2025 to 12/31/2025,C4,2025-11-12 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,100000,2,Monetary Contribution to Montanans for Nonpartisan Courts,,GN,,,,N,,,,,,,,,
"American Civil Liberties Union, Inc.",03/26/2026 to 04/25/2026,C4,2026-04-15 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,1757.34,2,In-kind contribution to Montanans for Nonpartisan Courts.,,GN,,,"11 hours of staff time (includes salary, benefits, and overhead costs) involving strategic advice and planning.",N,,,,,,,,,
"American Civil Liberties Union, Inc.",01/01/2026 to 03/25/2026,C4,2026-03-15 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,3674.43,2,In-kind contribution to Montanans for Nonpartisan Courts.,,GN,,,"23 hours of staff time (includes salary, benefits, and overhead costs) involving strategic advice and planning.",N,,,,,,,,,
"American Civil Liberties Union, Inc.",10/01/2025 to 12/31/2025,C4,2025-12-31 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,1771.72,2,In-kind contribution to Montanans for Nonpartisan Courts,,GN,,,"11 hours of staff time (includes salary, benefits, and overhead costs) involving strategic advice and qualification planning",N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-20 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,882.14,3,Mailer,ZACK WIRTH (SD-9),PM,,"5,513",MAILER POSTAGE,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-20 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2815.61,3,Mailer,ZACK WIRTH (SD-9),PM,,"5,513","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD,ARLINGTON,VA,22203,,1196.06,3,Canvassing,KIM DAILEY (HD-85),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,897.05,3,Canvassing,TONY ROSALES (HD-20),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,598.03,3,Canvassing,LINDA HARMON (HD-29),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,897.05,3,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1196.06,3,Canvassing,MARY HORMAN (HD-55),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1196.06,3,Canvassing,FINLEY WARDEN (HD-13),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1794.09,3,Canvassing,STEVE LAPRAIM (SD-42),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1196.06,3,Canvassing,TREVOR FUNSETH (HD-21),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1794.09,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,5/16/26-5/24/26,,,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1196.06,3,Canvassing,TREVOR WALTER (HD-69),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1196.06,3,Canvassing,TRISH SCHREIBER (HD-76),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1794.09,3,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,5980.31,3,Canvassing,ZACK WIRTH (SD-9),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-13 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,882.14,3,Mailer,ZACK WIRTH (SD-9),PM,,"5,513",MAILER POSTAGE,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-13 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2815.61,3,Mailer,ZACK WIRTH (SD-9),PM,,"5,513","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,882.14,3,Mailer,ZACK WIRTH (SD-9),PM,,"5,513",MAILER POSTAGE,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,486.45,3,Mailer,KIM DAILEY (HD-85),PM,,"3,083",MAILER POSTAGE,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,214.36,3,Mailer,TONY ROSALES (HD-20),PM,,"1,355",MAILER POSTAGE,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,443.79,3,Mailer,JOHN SOUTH (HD-28),PM,,"2,683",MAILER POSTAGE,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,413.79,3,Mailer,LINDA HARMON (HD-29),PM,,"2,515",MAILER POSTAGE,N,,,,,,,,,
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,317.45,3,Mailer,MARY HORMAN (HD-55),PM,,"1,973",MAILER POSTAGE,N,,,,,,,,,
